ensembl_gene_id	external_gene_name	chromosome_name	start_position	end_position	strand	hsapiens_homolog_ensembl_gene	hsapiens_homolog_associated_gene_name	hsapiens_homolog_chromosome	hsapiens_homolog_chrom_start	hsapiens_homolog_chrom_end	hsapiens_homolog_orthology_type	hsapiens_homolog_orthology_confidence	hsapiens_homolog_perc_id	hsapiens_homolog_perc_id_r1	hsapiens_homolog_goc_score	hsapiens_homolog_wga_coverage
ENSMUSG00000014873	Surf2	2	26916367	26920183	1	ENSG00000148291	SURF2	9	133356550	133361158	ortholog_one2one	1	67.3152	67.5781	100	100
ENSMUSG00000015335	Zdhhc12	2	30090944	30093648	-1	ENSG00000160446	ZDHHC12	9	128720870	128724127	ortholog_one2one	1	82.5623	86.8914	100	100
ENSMUSG00000015776	Med22	2	26905262	26910677	-1	ENSG00000148297	MED22	9	133338312	133348131	ortholog_one2one	1	95	95	100	100
ENSMUSG00000015790	Surf1	2	26913381	26916530	-1	ENSG00000148290	SURF1	9	133351758	133356676	ortholog_one2one	1	74.5098	76	100	100
ENSMUSG00000015846	Rxra	2	27676440	27762957	1	ENSG00000186350	RXRA	9	134317098	134440585	ortholog_one2one	1	97.0021	98.0519	100	100
ENSMUSG00000023210	Lcn9	2	25823153	25825537	1	ENSG00000148386	LCN9	9	135663322	135666422	ortholog_one2one	1	53.9326	54.5455	100	100
ENSMUSG00000023391	Dlx2	2	71543408	71546754	-1	ENSG00000115844	DLX2	2	172099438	172102900	ortholog_one2one	1	93.6747	94.8171	100	100
ENSMUSG00000026785	Pkn3	2	30077684	30091022	1	ENSG00000160447	PKN3	9	128702503	128720916	ortholog_one2one	1	83.713	82.6772	100	100
ENSMUSG00000026829	Gbgt1	2	28496891	28505415	1	ENSG00000148288	GBGT1	9	133152948	133163933	ortholog_one2one	1	79.2507	79.2507	50	100
ENSMUSG00000026831	1700007K13Rik	2	28462001	28466332	-1	ENSG00000160345	C9orf116	9	135495181	135501734	ortholog_one2one	1	56.2874	69.1176	75	96.95
ENSMUSG00000026840	Lamc3	2	31887291	31946539	1	ENSG00000050555	LAMC3	9	131009174	131094473	ortholog_one2one	1	74.3201	74.6032	100	100
ENSMUSG00000026917	Wdr5	2	27515157	27536535	1	ENSG00000196363	WDR5	9	134135365	134159968	ortholog_one2one	1	100	100	100	100
ENSMUSG00000026919	Lcn4	2	26667674	26671282	-1	ENSG00000171102	OBP2B	9	133205277	133209250	ortholog_many2many	0	34.5946	37.6471	50	NA
ENSMUSG00000026919	Lcn4	2	26667674	26671282	-1	ENSG00000122136	OBP2A	9	135546139	135549969	ortholog_many2many	0	28.6486	23.2456	0	NA
ENSMUSG00000026921	Egfl7	2	26580014	26593120	1	ENSG00000172889	EGFL7	9	136658856	136672678	ortholog_one2one	1	75.1799	76.5568	100	100
ENSMUSG00000026922	Agpat2	2	26593057	26604417	-1	ENSG00000169692	AGPAT2	9	136673143	136687457	ortholog_one2one	1	76.9784	76.9784	75	100
ENSMUSG00000026923	Notch1	2	26457903	26516663	-1	ENSG00000148400	NOTCH1	9	136494433	136546048	ortholog_one2one	1	91.5053	90.6458	100	100
ENSMUSG00000026924	Sec16a	2	26409431	26445216	-1	ENSG00000148396	SEC16A	9	136440096	136483759	ortholog_one2one	1	70.3012	70.3012	100	100
ENSMUSG00000026925	Inpp5e	2	26396249	26409203	-1	ENSG00000148384	INPP5E	9	136428619	136439845	ortholog_one2one	1	76.0433	76.3975	100	100
ENSMUSG00000026926	Pmpca	2	26389339	26397122	1	ENSG00000165688	PMPCA	9	136410641	136423761	ortholog_one2one	1	90.6489	90.4762	100	100
ENSMUSG00000026927	Entr1	2	26382802	26389316	-1	ENSG00000165689	ENTR1	9	136401922	136410614	ortholog_one2one	1	80.0926	79.5402	100	100
ENSMUSG00000026928	Card9	2	26352176	26360918	-1	ENSG00000187796	CARD9	9	136361903	136373681	ortholog_one2one	1	85.6343	85.6343	100	100
ENSMUSG00000026930	Gpsm1	2	26315515	26348237	1	ENSG00000160360	GPSM1	9	136327476	136359605	ortholog_one2one	1	86.5248	90.3704	100	100
ENSMUSG00000026932	Nacc2	2	26055535	26123220	-1	ENSG00000148411	NACC2	9	136006537	136095289	ortholog_one2one	1	92.8328	92.6746	100	100
ENSMUSG00000026933	Camsap1	2	25926838	25983282	-1	ENSG00000130559	CAMSAP1	9	135808487	135907546	ortholog_one2one	1	85.9671	84.8939	100	100
ENSMUSG00000026934	Lhx3	2	26200212	26208289	-1	ENSG00000107187	LHX3	9	136196250	136205128	ortholog_one2one	1	94.0299	94.0299	100	100
ENSMUSG00000027088	Phospho2	2	69789623	69800005	1	ENSG00000144362	PHOSPHO2	2	169694454	169701708	ortholog_one2one	1	80.4979	80.4979	100	100
ENSMUSG00000027173	Depdc7	2	104721784	104742878	-1	ENSG00000121690	DEPDC7	11	33015876	33033582	ortholog_one2one	1	87.0842	87.0842	100	100
ENSMUSG00000027239	Mdk	2	91929805	91932297	-1	ENSG00000110492	MDK	11	46380756	46383837	ortholog_one2one	1	87.8571	86.014	100	100
ENSMUSG00000027249	F2	2	91625320	91636414	-1	ENSG00000180210	F2	11	46719196	46739506	ortholog_one2one	1	81.5534	81.0289	100	100
ENSMUSG00000035000	Dpp4	2	62330073	62412231	-1	ENSG00000197635	DPP4	2	161992245	162074215	ortholog_one2one	1	85.1316	84.4648	100	100
ENSMUSG00000035033	Tbr1	2	61802930	61814114	1	ENSG00000136535	TBR1	2	161416297	161425870	ortholog_one2one	1	99.1189	98.9736	100	100
ENSMUSG00000035403	Crb2	2	37776249	37799103	1	ENSG00000148204	CRB2	9	123356170	123380324	ortholog_one2one	1	78.1591	77.9767	75	100
ENSMUSG00000035772	Mrps2	2	28468066	28471178	1	ENSG00000122140	MRPS2	9	135499984	135504673	ortholog_one2one	1	70.4467	69.2568	50	100
ENSMUSG00000035829	Ppp1r26	2	28446800	28455508	1	ENSG00000196422	PPP1R26	9	135479079	135488893	ortholog_one2one	1	54.4282	52.3573	100	100
ENSMUSG00000036067	Slc2a6	2	27021363	27027998	-1	ENSG00000160326	SLC2A6	9	133471094	133479127	ortholog_one2one	1	82.8974	81.2623	100	100
ENSMUSG00000036160	Surf6	2	26888628	26902879	-1	ENSG00000148296	SURF6	9	133328776	133336188	ortholog_one2one	1	72.1127	70.9141	100	100
ENSMUSG00000036186	Dipk1b	2	26628457	26636497	1	ENSG00000165716	DIPK1B	9	136712572	136724742	ortholog_one2one	1	88.8631	88.8631	50	100
ENSMUSG00000036281	Snapc4	2	26362765	26380653	-1	ENSG00000165684	SNAPC4	9	136375577	136400168	ortholog_one2one	1	62.7925	56.6372	100	100
ENSMUSG00000036327	Qsox2	2	26208637	26237525	-1	ENSG00000165661	QSOX2	9	136206333	136245812	ortholog_one2one	1	74.0219	67.765	100	100
ENSMUSG00000036352	Ubac1	2	25998543	26021747	-1	ENSG00000130560	UBAC1	9	135932969	135961373	ortholog_one2one	1	88.5086	89.3827	100	100
ENSMUSG00000036401	Glt6d1	2	25793859	25815848	-1	ENSG00000204007	GLT6D1	9	135623648	135639540	ortholog_one2one	1	55.627	62.6812	100	100
ENSMUSG00000039483	Asb6	2	30823097	30830333	-1	ENSG00000148331	ASB6	9	129634604	129642169	ortholog_one2one	1	89.7129	89.0736	75	100
ENSMUSG00000040272	Accs	2	93833467	93849943	-1	ENSG00000110455	ACCS	11	44065925	44084237	ortholog_one2one	1	82.6693	82.8343	100	100
ENSMUSG00000043102	Qrfp	2	31806166	31810580	-1	ENSG00000188710	QRFP	9	130892707	130896812	ortholog_one2one	1	66.129	60.2941	100	100
ENSMUSG00000043267	Olfr1031	2	85990304	85993704	1	ENSG00000181371	OR5M8	11	56490349	56491395	ortholog_one2one	1	78.2738	84.5659	100	100
ENSMUSG00000044320	1700001O22Rik	2	30794769	30803661	-1	ENSG00000179058	C9orf50	9	129612225	129620776	ortholog_one2one	0	46.1333	40.1392	100	100
ENSMUSG00000044916	1700029I15Rik	2	92382538	92385708	1	ENSG00000234776	C11orf94	11	45906513	45907272	ortholog_one2one	1	80.8081	81.6327	100	100
ENSMUSG00000048038	Ccdc187	2	26243469	26294557	-1	ENSG00000260220	CCDC187	9	136249971	136306901	ortholog_one2one	0	46.2422	45.9067	100	100
ENSMUSG00000049897	Stkld1	2	26934047	26953496	1	ENSG00000198870	STKLD1	9	133376366	133406096	ortholog_one2one	1	58.3082	56.7647	100	100
ENSMUSG00000050114	Prdx6b	2	80292472	80295356	1	ENSG00000117592	PRDX6	1	173477330	173488815	ortholog_one2many	0	79.4643	79.4643	0	NA
ENSMUSG00000051747	Ttn	2	76703980	76982547	-1	ENSG00000155657	TTN	2	178525989	178830802	ortholog_one2one	1	92.8288	86.3188	100	99.96
ENSMUSG00000052406	Rexo4	2	26953563	26964386	-1	ENSG00000148300	REXO4	9	133406059	133418096	ortholog_one2one	1	65.5093	67.0616	100	100
ENSMUSG00000053164	Gpr21	2	37516332	37520603	1	ENSG00000188394	GPR21	9	123034527	123035696	ortholog_one2one	1	91.1175	91.1175	100	100
ENSMUSG00000055088	Olfr354	2	36905680	36916038	1	ENSG00000171501	OR1N2	9	122553112	122554214	ortholog_one2one	1	88.0126	84.5455	100	100
ENSMUSG00000058740	Kcnt1	2	25863734	25918273	1	ENSG00000107147	KCNT1	9	135702185	135795508	ortholog_one2one	1	88.5299	88.7449	100	99.1
ENSMUSG00000059625	Sohlh1	2	25842995	25847248	-1	ENSG00000165643	SOHLH1	9	135693407	135704498	ortholog_one2one	0	43.4174	40.0517	100	92.34
ENSMUSG00000062647	Rpl7a	2	26910764	26913318	1	ENSG00000148303	RPL7A	9	133348218	133351426	ortholog_one2one	1	99.6241	99.6241	100	100
ENSMUSG00000062661	Ncs1	2	31245823	31295989	1	ENSG00000107130	NCS1	9	130172404	130237303	ortholog_one2one	1	100	100	100	100
ENSMUSG00000066798	Zbtb6	2	37425500	37443171	-1	ENSG00000186130	ZBTB6	9	122908056	122913323	ortholog_one2one	1	92.6714	92.4528	100	100
ENSMUSG00000068808	Olfr1189	2	88586454	88592762	1	ENSG00000181903	OR4C6	11	55662201	55666195	ortholog_one2many	1	76.7974	76.0518	50	100
ENSMUSG00000068859	Sp9	2	73271925	73284706	1	ENSG00000217236	SP9	2	174334954	174338500	ortholog_one2one	1	99.1736	99.1736	100	100
ENSMUSG00000069080	Lcn11	2	25777017	25780279	1	ENSG00000122133	PAEP	9	135561756	135566955	ortholog_one2one	0	19.1011	18.8889	50	NA
ENSMUSG00000075074	Olfr1254	2	89787325	89793619	-1	ENSG00000181961	OR4A16	11	55343151	55344231	ortholog_one2many	0	68.4713	65.5488	50	NA
ENSMUSG00000075078	Olfr1250	2	89653773	89661467	-1	ENSG00000181961	OR4A16	11	55343151	55344231	ortholog_one2many	0	68.4713	65.5488	25	NA
ENSMUSG00000075081	Olfr1247	2	89604959	89614130	-1	ENSG00000181961	OR4A16	11	55343151	55344231	ortholog_one2many	1	69.7452	66.7683	25	99.33
ENSMUSG00000075084	Olfr1243	2	89525889	89531487	-1	ENSG00000181961	OR4A16	11	55343151	55344231	ortholog_one2many	1	65.9016	61.2805	75	NA
ENSMUSG00000075085	Olfr1242	2	89492380	89498335	-1	ENSG00000181961	OR4A16	11	55343151	55344231	ortholog_one2many	1	64.0523	59.7561	75	NA
ENSMUSG00000075086	Olfr1241	2	89481314	89487126	-1	ENSG00000181961	OR4A16	11	55343151	55344231	ortholog_one2many	1	69.7452	66.7683	75	NA
ENSMUSG00000075094	Olfr1230	2	89296351	89297268	-1	ENSG00000181903	OR4C6	11	55662201	55666195	ortholog_one2many	0	75.4098	74.4337	0	NA
ENSMUSG00000075137	Olfr1163	2	88069817	88071830	-1	ENSG00000186113	OR5D14	11	55795556	55796500	ortholog_one2many	1	77.2152	77.707	75	NA
ENSMUSG00000075139	Olfr1162	2	88045920	88051129	-1	ENSG00000186113	OR5D14	11	55795556	55796500	ortholog_one2many	1	81.5287	81.5287	75	100
ENSMUSG00000075143	Olfr1157	2	87958485	87968299	-1	ENSG00000205030	OR5L2	11	55827219	55828154	ortholog_many2many	1	78.2051	78.4566	100	100
ENSMUSG00000075143	Olfr1157	2	87958485	87968299	-1	ENSG00000279395	OR5L1	11	55811367	55812476	ortholog_many2many	1	79.4872	79.7428	75	12.93
ENSMUSG00000075172	Olfr1090	2	86752724	86758993	-1	ENSG00000280314	OR8K3	11	56315144	56320639	ortholog_one2many	0	76.3578	76.6026	0	NA
ENSMUSG00000075176	Olfr1085	2	86653665	86662019	-1	ENSG00000280314	OR8K3	11	56315144	56320639	ortholog_one2many	0	72.524	72.7564	0	NA
ENSMUSG00000075200	Olfr1044	2	86168589	86177820	-1	ENSG00000172199	OR8U1	11	56375624	56376553	ortholog_one2one	1	85.0318	86.4078	100	NA
ENSMUSG00000075211	Olfr1006	2	85673657	85678767	-1	ENSG00000172457	OR9G4	11	56741223	56748697	ortholog_one2one	1	87.1795	83.1804	25	89.84
ENSMUSG00000075270	Pde11a	2	75989141	76338774	-1	ENSG00000284741	PDE11A	2	177628069	178108339	ortholog_one2many	1	66.0236	90.1903	100	97.78
ENSMUSG00000075270	Pde11a	2	75989141	76338774	-1	ENSG00000128655	PDE11A	2	177623244	178072777	ortholog_one2many	1	94.105	94.105	100	100
ENSMUSG00000075284	Wipf1	2	73429610	73529734	-1	ENSG00000115935	WIPF1	2	174559572	174682916	ortholog_one2one	1	90.0609	88.2704	100	100
ENSMUSG00000075304	Sp5	2	70474923	70477729	1	ENSG00000204335	SP5	2	170715337	170718078	ortholog_one2one	1	97.4874	97.4874	100	100
ENSMUSG00000075382	Olfr353	2	36887293	36892936	-1	ENSG00000171505	OR1N1	9	122526358	122527296	ortholog_one2many	1	79.0997	79.0997	100	100
ENSMUSG00000075383	Olfr351	2	36857539	36862660	-1	ENSG00000171505	OR1N1	9	122526358	122527296	ortholog_one2many	1	85.1613	84.8875	100	NA
ENSMUSG00000075425	Gm13547	2	29759312	29764089	1	ENSG00000183629	GOLGA8G	15	28519611	28533014	ortholog_one2many	0	24.5399	6.17284	0	NA
ENSMUSG00000075425	Gm13547	2	29759312	29764089	1	ENSG00000215252	GOLGA8B	15	34525207	34588503	ortholog_one2many	0	22.6994	6.13599	0	NA
ENSMUSG00000075425	Gm13547	2	29759312	29764089	1	ENSG00000232653	GOLGA8N	15	32593456	32607310	ortholog_one2many	0	22.0859	5.6962	0	NA
ENSMUSG00000075425	Gm13547	2	29759312	29764089	1	ENSG00000215186	GOLGA6B	15	72654738	72666394	ortholog_one2many	0	23.3129	5.48341	0	NA
ENSMUSG00000075425	Gm13547	2	29759312	29764089	1	ENSG00000261247	GOLGA8T	15	30135149	30145567	ortholog_one2many	0	23.3129	6.02219	0	NA
ENSMUSG00000075425	Gm13547	2	29759312	29764089	1	ENSG00000153684	GOLGA8F	15	28378621	28392018	ortholog_one2many	0	24.5399	6.28931	0	NA
ENSMUSG00000075425	Gm13547	2	29759312	29764089	1	ENSG00000186399	GOLGA8R	15	30403740	30414162	ortholog_one2many	0	22.0859	5.70523	0	NA
ENSMUSG00000075425	Gm13547	2	29759312	29764089	1	ENSG00000178115	GOLGA8Q	15	30552078	30562501	ortholog_one2many	0	22.0859	5.6962	0	NA
ENSMUSG00000075425	Gm13547	2	29759312	29764089	1	ENSG00000261739	GOLGA8S	15	23354748	23367231	ortholog_one2many	0	23.9264	6.24	0	NA
ENSMUSG00000075425	Gm13547	2	29759312	29764089	1	ENSG00000167195	GOLGA6C	15	75258599	75270199	ortholog_one2many	0	23.3129	5.48341	0	NA
ENSMUSG00000075425	Gm13547	2	29759312	29764089	1	ENSG00000261794	GOLGA8H	15	30604126	30614561	ortholog_one2many	0	22.6994	5.85443	0	NA
ENSMUSG00000075425	Gm13547	2	29759312	29764089	1	ENSG00000188626	GOLGA8M	15	28701954	28738384	ortholog_one2many	0	22.6994	5.85443	0	NA
ENSMUSG00000075425	Gm13547	2	29759312	29764089	1	ENSG00000175265	GOLGA8A	15	34379068	34437466	ortholog_one2many	0	22.6994	6.13599	0	NA
ENSMUSG00000075425	Gm13547	2	29759312	29764089	1	ENSG00000159289	GOLGA6A	15	74069857	74082550	ortholog_one2many	0	23.3129	5.48341	0	NA
ENSMUSG00000075425	Gm13547	2	29759312	29764089	1	ENSG00000179938	GOLGA8J	15	30083053	30093499	ortholog_one2many	0	22.6994	5.85443	0	NA
ENSMUSG00000075425	Gm13547	2	29759312	29764089	1	ENSG00000206127	GOLGA8O	15	32441914	32455634	ortholog_one2many	0	22.0859	5.6962	0	NA
ENSMUSG00000075425	Gm13547	2	29759312	29764089	1	ENSG00000140478	GOLGA6D	15	75282835	75295807	ortholog_one2many	0	23.3129	5.48341	0	NA
ENSMUSG00000075425	Gm13547	2	29759312	29764089	1	ENSG00000249931	GOLGA8K	15	32392782	32403292	ortholog_one2many	0	22.6994	5.87302	0	NA
ENSMUSG00000075467	Dnlz	2	26348121	26352110	-1	ENSG00000213221	DNLZ	9	136359480	136363744	ortholog_one2one	1	71.1864	70.7865	100	100
ENSMUSG00000079539	Obp2b	2	25737009	25740097	1	ENSG00000171102	OBP2B	9	133205277	133209250	ortholog_many2many	0	44.8864	46.4706	0	NA
ENSMUSG00000079539	Obp2b	2	25737009	25740097	1	ENSG00000122136	OBP2A	9	135546139	135549969	ortholog_many2many	0	36.3636	28.0702	50	NA
ENSMUSG00000085484	Gm13539	2	25782257	25787022	1	ENSG00000236543	AL354761.1	9	135604345	135618952	ortholog_one2one	1	61.7486	62.4309	100	100
ENSMUSG00000087679	Tmem250-ps	2	26136814	26140521	-1	ENSG00000238227	TMEM250	9	136114581	136118875	ortholog_one2one	1	95.6835	95.6835	100	100
ENSMUSG00000089762	Ier5l	2	30471537	30474219	-1	ENSG00000188483	IER5L	9	129175552	129178261	ortholog_one2one	1	93.8424	94.3069	75	100
ENSMUSG00000110804	Olfr1084	2	86638765	86639725	-1	ENSG00000280314	OR8K3	11	56315144	56320639	ortholog_one2many	0	73.1629	73.3974	0	NA
ENSMUSG00000110819	Olfr1252	2	89719575	89725012	-1	ENSG00000181961	OR4A16	11	55343151	55344231	ortholog_one2many	0	68.1529	65.2439	25	NA
ENSMUSG00000110912	Olfr1080	2	86552675	86558235	-1	ENSG00000280314	OR8K3	11	56315144	56320639	ortholog_one2many	0	76.3578	76.6026	25	NA
ENSMUSG00000111174	Olfr1240	2	89436296	89443000	-1	ENSG00000181961	OR4A16	11	55343151	55344231	ortholog_one2many	1	71.3376	68.2927	75	NA
ENSMUSG00000111239	Olfr1248	2	89617168	89618245	-1	ENSG00000181961	OR4A16	11	55343151	55344231	ortholog_one2many	0	67.101	62.8049	25	NA
ENSMUSG00000111456	Olfr1245	2	89573406	89578447	-1	ENSG00000181961	OR4A16	11	55343151	55344231	ortholog_one2many	1	70.684	66.1585	75	6.38
ENSMUSG00000111689	Olfr1082	2	86593412	86598966	-1	ENSG00000280314	OR8K3	11	56315144	56320639	ortholog_one2many	0	74.4409	74.6795	25	NA
ENSMUSG00000111711	Olfr1089	2	86732584	86733701	-1	ENSG00000280314	OR8K3	11	56315144	56320639	ortholog_one2many	0	70.7395	70.5128	0	NA
ENSMUSG00000017002	Slpi	2	164354070	164389095	-1	ENSG00000124107	SLPI	20	45252239	45254564	ortholog_one2one	1	58.7786	58.3333	75	100
ENSMUSG00000017003	Svs3a	2	164289268	164291500	1	ENSG00000124233	SEMG1	20	45207033	45209768	ortholog_many2many	0	19.2453	11.039	100	64.67
ENSMUSG00000017003	Svs3a	2	164289268	164291500	1	ENSG00000124157	SEMG2	20	45221373	45224458	ortholog_many2many	0	20.3774	9.27835	100	NA
ENSMUSG00000017300	Tnnc2	2	164777161	164779967	-1	ENSG00000101470	TNNC2	20	45823214	45833745	ortholog_one2one	1	98.75	98.75	100	100
ENSMUSG00000017667	Zfp334	2	165374264	165388259	-1	ENSG00000198185	ZNF334	20	46499630	46513559	ortholog_one2one	1	66.2739	64.0114	100	100
ENSMUSG00000017723	Wfdc2	2	164562413	164568510	1	ENSG00000101443	WFDC2	20	45469753	45481532	ortholog_one2one	0	44.2529	62.0968	100	100
ENSMUSG00000017868	Sgk2	2	162987330	163014127	1	ENSG00000101049	SGK2	20	43558968	43588237	ortholog_one2one	1	94.0054	80.7962	100	100
ENSMUSG00000023236	Scg5	2	113776362	113829121	-1	ENSG00000166922	SCG5	15	32641676	32697098	ortholog_one2one	1	91.9811	91.9811	75	100
ENSMUSG00000027157	A26c3	2	111162061	111229602	-1	ENSG00000188877	POTEA	8	43292483	43363518	ortholog_many2many	0	27.6289	19.4767	0	6.98
ENSMUSG00000027490	E2f1	2	154559407	154569892	-1	ENSG00000101412	E2F1	20	33675477	33686385	ortholog_one2one	1	83.2558	81.9222	100	100
ENSMUSG00000027498	Cstf1	2	172370681	172382448	1	ENSG00000101138	CSTF1	20	56392371	56406362	ortholog_one2one	1	99.536	99.536	100	100
ENSMUSG00000027505	Fam209	2	172472520	172474331	1	ENSG00000124103	FAM209A	20	56517187	56526152	ortholog_one2many	1	60.5882	60.2339	100	100
ENSMUSG00000027505	Fam209	2	172472520	172474331	1	ENSG00000213714	FAM209B	20	56533246	56536520	ortholog_one2many	1	58.8235	58.4795	100	100
ENSMUSG00000027510	Rbm38	2	173020498	173034734	1	ENSG00000132819	RBM38	20	57391396	57409333	ortholog_one2one	1	91.9831	91.2134	100	100
ENSMUSG00000027602	Map1lc3a	2	155276297	155278073	1	ENSG00000101460	MAP1LC3A	20	34546854	34560345	ortholog_one2one	1	86.7769	84	100	93.89
ENSMUSG00000027654	Fam83d	2	158768093	158786637	1	ENSG00000101447	FAM83D	20	38926312	38953106	ortholog_one2one	1	77.094	77.094	100	100
ENSMUSG00000032715	Trib3	2	152337422	152344032	-1	ENSG00000101255	TRIB3	20	362835	397559	ortholog_one2one	1	74.0113	68.0519	100	96.65
ENSMUSG00000032966	Fkbp1a	2	151542483	151561692	1	ENSG00000088832	FKBP1A	20	1368978	1393172	ortholog_one2many	1	97.2222	97.2222	75	100
ENSMUSG00000032966	Fkbp1a	2	151542483	151561692	1	ENSG00000198225	FKBP1C	6	63211446	63213024	ortholog_one2many	0	92.5926	92.5926	0	NA
ENSMUSG00000033080	Vsx1	2	150680702	150689360	-1	ENSG00000100987	VSX1	20	25070885	25082365	ortholog_one2one	1	74.1047	73.6986	100	100
ENSMUSG00000036958	Cst11	2	148768609	148771497	-1	ENSG00000125831	CST11	20	23450403	23452876	ortholog_one2one	1	53.2374	53.6232	75	100
ENSMUSG00000037014	Sstr4	2	148395344	148396767	1	ENSG00000132671	SSTR4	20	23035386	23036812	ortholog_one2one	1	89.0909	88.4021	100	100
ENSMUSG00000038375	Trp53inp2	2	155381059	155389850	1	ENSG00000078804	TP53INP2	20	34704339	34713439	ortholog_one2one	1	85.5204	85.9091	100	100
ENSMUSG00000038467	Chmp4b	2	154651705	154694785	1	ENSG00000101421	CHMP4B	20	33811348	33854366	ortholog_one2one	1	99.5536	99.5536	100	100
ENSMUSG00000038523	1700003F12Rik	2	154547085	154550003	1	ENSG00000149609	C20orf144	20	33662327	33665619	ortholog_one2one	0	40.1015	51.634	100	100
ENSMUSG00000038844	Kif16b	2	142617474	142901531	-1	ENSG00000089177	KIF16B	20	16272104	16573434	ortholog_one2one	1	76.9055	72.4856	100	100
ENSMUSG00000040132	Svs2	2	164235929	164238466	-1	ENSG00000124233	SEMG1	20	45207033	45209768	ortholog_many2many	0	22.4	18.1818	0	31
ENSMUSG00000040132	Svs2	2	164235929	164238466	-1	ENSG00000124157	SEMG2	20	45221373	45224458	ortholog_many2many	0	22.4	14.433	0	NA
ENSMUSG00000042459	Bpifa2	2	154008265	154016079	1	ENSG00000131050	BPIFA2	20	33161768	33181412	ortholog_one2one	0	27.234	25.7028	100	96.74
ENSMUSG00000042845	Wfdc12	2	164189231	164190608	-1	ENSG00000168703	WFDC12	20	45123425	45124465	ortholog_one2one	0	45.8824	35.1351	75	100
ENSMUSG00000044364	Tmem74b	2	151702008	151712157	1	ENSG00000125895	TMEM74B	20	1180561	1185415	ortholog_one2one	1	90.0862	81.6406	100	100
ENSMUSG00000044405	Adig	2	158502612	158508198	1	ENSG00000182035	ADIG	20	38581195	38588463	ortholog_one2one	1	60	60	100	100
ENSMUSG00000046020	Pofut1	2	153241533	153270247	1	ENSG00000101346	POFUT1	20	32207880	32238658	ortholog_one2one	1	89.8219	90.9794	100	100
ENSMUSG00000046814	Gchfr	2	119167773	119172390	1	ENSG00000137880	GCHFR	15	40764068	40767708	ortholog_one2one	1	92.8571	92.8571	100	100
ENSMUSG00000050383	Svs3b	2	164254363	164256640	-1	ENSG00000124233	SEMG1	20	45207033	45209768	ortholog_many2many	0	19.6226	11.2554	0	NA
ENSMUSG00000050383	Svs3b	2	164254363	164256640	-1	ENSG00000124157	SEMG2	20	45221373	45224458	ortholog_many2many	0	20.3774	9.27835	0	NA
ENSMUSG00000050468	Astl	2	127338639	127357651	1	ENSG00000188886	ASTL	2	96123850	96138436	ortholog_one2one	1	67.1264	67.7494	100	100
ENSMUSG00000051817	Sox12	2	152393611	152398063	-1	ENSG00000177732	SOX12	20	325595	330224	ortholog_one2one	1	95.2229	94.9206	100	100
ENSMUSG00000054160	Nkx2-4	2	147083316	147085445	-1	ENSG00000125816	NKX2-4	20	21395365	21397526	ortholog_one2one	1	94.3503	94.3503	100	100
ENSMUSG00000060257	Scrt2	2	152081529	152095802	1	ENSG00000215397	SCRT2	20	661596	675802	ortholog_one2one	1	90.9968	92.1824	100	100
ENSMUSG00000068154	Insm1	2	146221921	146225020	1	ENSG00000173404	INSM1	20	20368104	20370949	ortholog_one2one	1	89.0595	90.9804	100	100
ENSMUSG00000070708	Gtsf1l	2	163087034	163087855	-1	ENSG00000124196	GTSF1L	20	43726164	43727002	ortholog_one2one	1	68.2119	69.5946	100	100
ENSMUSG00000074596	Spint3	2	164569695	164573459	-1	ENSG00000101446	SPINT3	20	45512461	45515622	ortholog_one2one	0	43.1818	42.6966	100	100
ENSMUSG00000074625	Arhgap40	2	158512796	158550762	1	ENSG00000124143	ARHGAP40	20	38601934	38651035	ortholog_one2one	1	68.75	74.2765	100	100
ENSMUSG00000074646	6430550D23Rik	2	155973279	156007977	-1	ENSG00000125975	C20orf173	20	35523186	35529652	ortholog_one2one	0	40.7216	39.1089	100	100
ENSMUSG00000074665	Bpifb4	2	153938221	153964101	1	ENSG00000186191	BPIFB4	20	33079644	33111751	ortholog_one2one	1	85.4133	85.8306	100	100
